topic,sentence_en,sentence_ro,annotation,set
school uniforms,Opponents argue that altering the traditional definition of marriage as between a man and a woman will further weaken a threatened institution .,Oponenții susțin că modificarea definiției tradiționale a căsătoriei ca între un bărbat și o femeie va slăbi și mai mult o instituție amenințată.,NoArgument,train
school uniforms,"Information is presented on 51 different ProCon.org issue websites in subjects ranging from alternative energy , gay marriage , and medical marijuana to the death penalty , illegal immigration , and Obamacare .","Informațiile sunt prezentate pe 51 de site-uri web cu probleme diferite ale ProCon.org în subiecte variind de la energie alternativă, căsătorie gay și marijuana medicală până la pedeapsa cu moartea, imigrația ilegală și Obamacare.",NoArgument,train
school uniforms,Our country has tremendous problems .,Țara noastră are probleme uriașe.,NoArgument,train
school uniforms,Lyle Denniston looks at the constitutional issues involved in a case where a public school is mandating the appearance of a logo on clothing worn by students .,Lyle Denniston analizează problemele constituționale implicate într-un caz în care o școală publică impune apariția unui logo pe îmbrăcămintea purtată de elevi.,NoArgument,train
school uniforms,"Most teachers are not trained in testing and measurement , and research has shown many teachers "" consider noncognitive outcomes , including student class participation , perceived effort , progress over the period of the course , and comportment , "" which are irrelevant to subject-matter mastery .","Majoritatea profesorilor nu sunt instruiți în testare și măsurare, iar cercetările au arătat că mulți profesori „au în vedere rezultatele noncognitive, inclusiv participarea elevilor la clasă, efortul perceput, progresul pe perioada cursului și comportamentul”, care sunt irelevante pentru stăpânirea materiei.",NoArgument,train
school uniforms,There is one deeper argument .,Există un argument mai profund.,NoArgument,train
school uniforms,"For that reason , they fail to prepare them for higher education and the knowledge economy . ""","Din acest motiv, ei nu reușesc să-i pregătească pentru învățământul superior și economia cunoașterii. """,NoArgument,train
school uniforms,""" Boy Misses FCAT in Sweater Dispute . """,""" Băiat ratează FCAT în disputa privind puloverele "" .",NoArgument,train
school uniforms,Get UNLIMITED access for only 99 ¢ per week .,Obțineți acces NELIMITAT pentru doar 99 ¢ pe săptămână.,NoArgument,train
school uniforms,"Manual on School Uniforms This manual , prepared by the U.S. Department of Education in consultation with local communities and the U.S. Department of Justice , assists parents , teachers , and school leaders in determining whether to adopt a school uniform policy .","Manual privind uniformele școlare Acest manual, pregătit de Departamentul Educației din SUA în consultare cu comunitățile locale și Departamentul de Justiție al SUA, ajută părinții, profesorii și liderii școlilor să decidă dacă să adopte o politică privind uniformele școlare.",NoArgument,train
school uniforms,"The National Association of Elementary School Principals ( NAESP ) , which includes middle level principals , has not taken an official stand on school uniforms , leaving it to be decided school-by-school .","Asociația Națională a Directorilor de Școli Primare (NAESP), care include directori de nivel mediu, nu a luat o poziție oficială în privința uniformelor școlare, lăsând să fie decisă școală cu școală.",NoArgument,train
school uniforms,This surely gives them the identity from other school .,Acest lucru le oferă cu siguranță identitatea de la altă școală.,NoArgument,train
school uniforms,"This will increase certainty in the defense community as to funding , and will allow military leaders to plan for our future defense needs .",Acest lucru va spori certitudinea comunității de apărare cu privire la finanțare și va permite liderilor militari să planifice nevoile noastre viitoare de apărare.,NoArgument,train
school uniforms,"You 'd say , look at it first .","Ai spune , uită - te la asta mai întâi .",NoArgument,train
school uniforms,But I 'd rather leave it to the states .,Dar mai degrabă las pe seama statelor .,NoArgument,train
school uniforms,Into every compulsory immunization law in America are written legal exceptions and waivers .,În fiecare lege privind imunizarea obligatorie din America sunt scrise excepții legale și derogări.,NoArgument,train
school uniforms,"If you decide not to immunize your child , you put your child at risk .","Dacă decideți să nu vă imunizați copilul, îl puneți în pericol.",NoArgument,train
school uniforms,We have ISIS to worry about .,Avem ISIS de care să ne îngrijorăm.,NoArgument,train
school uniforms,"Following the passage of NCLB on Jan. 8 , 2002 , annual state spending on standardized tests rose from $ 423 million to almost $ 1.1 billion in 2008 ( a 160 % increase compared to a 19.22 % increase in inflation over the same period ) , according to the Pew Center on the States .","După aprobarea NCLB pe 8 ianuarie 2002, cheltuielile anuale ale statului pentru testele standardizate au crescut de la 423 de milioane de dolari la aproape 1,1 miliarde de dolari în 2008 (o creștere de 160% față de o creștere de 19,22% a inflației în aceeași perioadă), potrivit Pew Center on the States.",NoArgument,train
school uniforms,The school code within states ’ constitutions typically asserts that it allows the board of school directors to make reasonable rules and regulations as they see fit in managing the school ’s affairs .,"Codul școlar din constituțiile statelor afirmă de obicei că permite consiliului directorilor școlii să facă reguli și reglementări rezonabile, după cum consideră de cuviință în gestionarea afacerilor școlii.",NoArgument,train
